code;frequency;product;coicop
01.1.3.2;3;Thon fumé;Poissons séchés, salés, en saumure ou fumés (ND)
01.1.3.2;195;Truite fumée;Poissons séchés, salés, en saumure ou fumés (ND)
01.1.3.2;7;Truites fumées;Poissons séchés, salés, en saumure ou fumés (ND)
01.1.3.3;20;Poisson pané;Préparations de poisson (ND)
01.1.3.3.1;36;Boite thon;Préparations à base de poisson
01.1.3.3.1;8;Petit navire;Préparations à base de poisson
01.1.3.3.1;20;Thon conserve;Préparations à base de poisson
01.1.3.3.1;10;Boite sardines;Préparations à base de poisson
01.1.3.3.1;20;Sardines conserve;Préparations à base de poisson
01.1.3.3.1;2;Caviar;Préparations à base de poisson
01.1.3.3.1;1;Crabe bâtonnets;Préparations à base de poisson
01.1.3.3.1;356;Surimi;Préparations à base de poisson
01.1.3.3.1;100;Tarama;Préparations à base de poisson
01.1.3.3.1;3;Camaron;Préparations à base de poisson
01.1.3.3.1;3;Chevaquine;Préparations à base de poisson
01.1.3.3.1;387;Crevette;Préparations à base de poisson
01.1.3.3.1;8;Crevette crue;Préparations à base de poisson
01.1.3.3.1;4;Crevette décortiquée;Préparations à base de poisson
01.1.3.3.1;9;Crevette décortiquée;Préparations à base de poisson
01.1.3.3.1;6;Crevette grise;Préparations à base de poisson
01.1.3.3.1;14;Crevette rose;Préparations à base de poisson
01.1.3.3.1;38;Gambas;Préparations à base de poisson
01.1.3.3.1;35;Langoustine;Préparations à base de poisson
01.1.3.3.1;1;Araignée de mer;Préparations à base de poisson
01.1.3.3.1;1;Cirique;Préparations à base de poisson
01.1.3.3.1;29;Crabe;Préparations à base de poisson
01.1.3.3.1;4;Écrevisse;Préparations à base de poisson
01.1.3.3.1;4;Homard;Préparations à base de poisson
01.1.3.3.1;1;Langouste;Préparations à base de poisson
01.1.3.3.1;12;Ouassous;Préparations à base de poisson
01.1.3.3.1;9;Tourteau;Préparations à base de poisson
01.1.3.3.1;2;Coquille saint jacques;Préparations à base de poisson
01.1.3.3.1;129;Huître;Préparations à base de poisson
01.1.3.3.1;20;Moules;Préparations à base de poisson
01.1.3.3.1;6;Noix de Saint-Jacques;Préparations à base de poisson
01.1.3.3.1;1;Calamars;Préparations à base de poisson
01.1.3.3.1;4;Chatrou;Préparations à base de poisson
01.1.3.3.1;11;Poulpe;Préparations à base de poisson
01.1.3.3.1;2;Seiche;Préparations à base de poisson
01.1.3.3.1;1;Supion;Préparations à base de poisson
01.1.3.3.1;1;Zourites;Préparations à base de poisson
01.1.3.3.1;8;Bigorneau;Préparations à base de poisson
01.1.3.3.1;20;Bulot;Préparations à base de poisson
01.1.3.3.1;5;Coquillages;Préparations à base de poisson
01.1.3.3.1;8;Fruits de mer;Préparations à base de poisson
01.1.3.3.1;4;Lambis;Préparations à base de poisson
01.1.3.3.1;1;Oursin;Préparations à base de poisson
01.1.4.6;4;Lait caillé;Yaourt et produits similaires (ND)
01.1.4.1.1;11;Lait cru;Lait cru et entier
01.1.4.1.1;335;Lait entier;Lait cru et entier
01.1.4.1.1;1;Lait de brebis;Lait cru et entier
01.1.4.1.1;9;Lait de chèvre;Lait cru et entier
01.1.4;4;Brique de lait;Lait, autres produits laitiers et œufs (ND)
01.1.4.2.1;1;Brique de lait demi écrémé;Lait écrémé
01.1.4;22;Candia;Lait, autres produits laitiers et œufs (ND)
01.1.4;3;Coupelles lait;Lait, autres produits laitiers et œufs (ND)
01.1.4;30;Grandlait;Lait, autres produits laitiers et œufs (ND)
01.1.4;62;Lactel;Lait, autres produits laitiers et œufs (ND)
01.1.4;2396;Lait;Lait, autres produits laitiers et œufs (ND)
01.1.4.2.1;847;Lait demi écrémé;Lait écrémé
01.1.4.3.1;10;Lait dosettes;Lait longue conservation, en poudre ou concentré
01.1.4.2.1;229;Lait écrémé;Lait écrémé
01.1.4;2;Lait en bouteille;Lait, autres produits laitiers et œufs (ND)
01.1.4;2;Lait en brique;Lait, autres produits laitiers et œufs (ND)
01.1.4.3.1;1;Lait en poudre 1/2 écrémé;Lait longue conservation, en poudre ou concentré
01.1.4;52;Lait frais;Lait, autres produits laitiers et œufs (ND)
01.1.4;10;Lait montagne;Lait, autres produits laitiers et œufs (ND)
01.1.4;4;Lait pasteurise;Lait, autres produits laitiers et œufs (ND)
01.1.4.6.1;27;Lait ribot;Yaourt et produits similaires
01.1.4;3;Lait stérilisé;Lait, autres produits laitiers et œufs (ND)
01.1.4;223;Lait uht;Lait, autres produits laitiers et œufs (ND)
01.1.4;7;Lait vitaminé;Lait, autres produits laitiers et œufs (ND)
01.1.4.2.1;32;Matin léger;Lait écrémé
01.1.4.2.1;1;Pack de lait;Lait écrémé
01.1.4;15;Viva;Lait, autres produits laitiers et œufs (ND)
01.1.4.3.1;32;Régilait;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;1;Berlingot lait;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;1;Conserve lait;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;7;Gloria;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;2;Lait conserve;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;1;Lait demi-écrémé conserve;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;2;Lait en boite;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;1;Lait non sucré conserve;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;37;Lait sucré;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;75;Lait en poudre;Lait longue conservation, en poudre ou concentré
01.1.4.3.1;5;Lait entier en poudre;Lait longue conservation, en poudre ou concentré
01.1.4.3.2;124;Bridélice;Crème fraîche et autres crèmes
01.1.4.3.2;5;Bridélice crème;Crème fraîche et autres crèmes
01.1.4.3.2;1;Brique de crème;Crème fraîche et autres crèmes
01.1.4.3.2;4;Candia crème;Crème fraîche et autres crèmes
01.1.4.3.2;459;Crème;Crème fraîche et autres crèmes
01.1.4.3.2;24;Crème allégée;Crème fraîche et autres crèmes
01.1.4.3.2;45;Crème chantilly;Crème fraîche et autres crèmes
01.1.4.3.2;67;Crème entière;Crème fraîche et autres crèmes
01.1.4.3.2;101;Crème épaisse;Crème fraîche et autres crèmes
01.1.4.3.2;57;Crème fleurette;Crème fraîche et autres crèmes
01.1.4.3.2;56;Crème fluide;Crème fraîche et autres crèmes
01.1.4.3.2;26;Crème fouettée;Crème fraîche et autres crèmes
01.1.4.3.2;1958;Crème fraîche;Crème fraîche et autres crèmes
01.1.4.3.2;12;Crème fraîche allégée;Crème fraîche et autres crèmes
01.1.4.3.2;54;Crème fraîche épaisse;Crème fraîche et autres crèmes
01.1.4.3.2;150;Crème légère;Crème fraîche et autres crèmes
01.1.4.3.2;11;Crème légère liquide;Crème fraîche et autres crèmes
01.1.4.3.2;215;Crème liquide;Crème fraîche et autres crèmes
01.1.4.3.2;49;Crème semi épaisse;Crème fraîche et autres crèmes
01.1.4.3.2;371;Crème uht;Crème fraîche et autres crèmes
01.1.4.4;5;Lait végétal;Lait non animal (ND)
01.1.4.4.1;7;Boisson au soja;Lait d’origine non animale
01.1.4.4.1;205;Sojasun;Lait d’origine non animale
01.1.4.4.1;11;Boisson au riz;Lait d’origine non animale
01.1.4.4.1;1;Boisson à l’avoine;Lait d’origine non animale
01.1.4.4.1;1;Lait d’épeautre;Lait d’origine non animale
01.1.4.5.5;145;Apéricube;Fromage fondu
01.1.4.5.1;47;Apérivrais;Fromage frais
01.1.4.5.3;4;Appenzeller;Fromage à pâte pressée
01.1.4.5.0;1;Assortiment fromages;Fromage
01.1.4.5.3;3;Assortiment raclette;Fromage à pâte pressée
01.1.4.5.3;94;Babybel;Fromage à pâte pressée
01.1.4.5.3;45;Beaufort;Fromage à pâte pressée
01.1.4.5.1;6;Bibeleskaes;Fromage frais
01.1.4.5.2;92;Bleu;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;6;Bleu d'auvergne;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;13;Bleu de bresse;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;1;Bleu fromage;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;9;Boursault;Fromage à pâte molle et à pâte persillée
01.1.4.5.1;199;Boursin;Fromage frais
01.1.4.5.2;16;Brebiou;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;79;Bresse bleu;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;4;Brezain;Fromage à pâte pressée
01.1.4.5.2;433;Brie;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;21;Brie de Meaux;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;19;Brillat savarin;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;2;Brique de brebis;Fromage à pâte molle et à pâte persillée
01.1.4.5.4;1;Brique de chèvre;Fromage de chèvre
01.1.4.5.2;4;Brique de vache;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;2;Brique fromage;Fromage à pâte molle et à pâte persillée
01.1.4.5.4;3;Brocciu;Fromage de chèvre
01.1.4.5.0;18;Brousse;Fromage
01.1.4.5.4;75;Bûche de chèvre;Fromage de chèvre
01.1.4.5.4;1;Bûche de fromage;Fromage de chèvre
01.1.4.5.4;34;Cabecou;Fromage de chèvre
01.1.4.5.3;3;Caillades;Fromage à pâte pressée
01.1.4.5.2;1068;Camembert;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;145;Cantal;Fromage à pâte pressée
01.1.4.5.2;191;Caprice des dieux;Fromage à pâte molle et à pâte persillée
01.1.4.5.1;1;Carrés fromage;Fromage frais
01.1.4.5.4;9;Chabichou;Fromage de chèvre
01.1.4.5.4;5;Chabis;Fromage de chèvre
01.1.4.5.2;1;Chamois d'or;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;46;Chaource;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;2;Chaource fromage;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;3;Charcenay;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;20;Chaumes;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;96;Chaussée aux moines;Fromage à pâte molle et à pâte persillée
01.1.4.5.4;2;Chavignol;Fromage de chèvre
01.1.4.5.4;38;Chavroux;Fromage de chèvre
01.1.4.5.3;107;Cheddar;Fromage à pâte pressée
01.1.4.5.4;250;Chèvre;Fromage de chèvre
01.1.4.5.2;21;Coeur de crème;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;38;Coeur de lion;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;2;Coeur de Savoie;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;3;Coeur Neufchâtel;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;806;Comté;Fromage à pâte pressée
01.1.4.5.2;188;Coulommier;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;26;Cousteron;Fromage à pâte pressée
01.1.4.5.5;1;Crème de fromage;Fromage fondu
01.1.4.5.2;2;Dés de feta;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;2;Dés emmental;Fromage à pâte pressée
01.1.4.5.0;2;Dés fromage;Fromage
01.1.4.5.2;3;Doré abbaye;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;10;Double crème;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;138;Edam;Fromage à pâte pressée
01.1.4.5.3;1569;Emmental;Fromage à pâte pressée
01.1.4.5.3;800;Emmental râpé;Fromage à pâte pressée
01.1.4.5.3;100;Emmental tranche ;Fromage à pâte pressée
01.1.4.5.2;9;Epoisse;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;44;Etorki;Fromage à pâte pressée
01.1.4.5.2;119;Feta;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;24;Ficello;Fromage à pâte pressée
01.1.4.5.3;1;Flamay;Fromage à pâte pressée
01.1.4.5.2;1;Flocon de Savoie;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;21;Fol épi;Fromage à pâte pressée
01.1.4.5.5;16;Fondue;Fromage fondu
01.1.4.5.5;2;Fondue fromage;Fromage fondu
01.1.4.5.5;8;Fondue savoyarde;Fromage fondu
01.1.4.5.2;27;Fourme;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;8;Fourme d'ambert;Fromage à pâte molle et à pâte persillée
01.1.4.5;3194;Fromage;Fromage
01.1.4.5.5;1;Fromage à burger;Fromage fondu
01.1.4.5;12;Fromage à la coupe;Fromage
01.1.4.5.3;21;Fromage à raclette;Fromage à pâte pressée
01.1.4.5.2;82;Fromage à tartiner;Fromage à pâte molle et à pâte persillée
01.1.4.5.1;23;Fromage ail;Fromage frais
01.1.4.5.1;12;Fromage ail et fines herbes;Fromage frais
01.1.4.5;14;Fromage allégé;Fromage
01.1.4.5;10;Fromage apéritif;Fromage
01.1.4.5.3;6;Fromage basque;Fromage à pâte pressée
01.1.4.5;7;Fromage bio;Fromage
01.1.4.5.2;49;Fromage bleu;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;154;Fromage brebis;Fromage à pâte pressée
01.1.4.5.2;17;Fromage brie;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;14;Fromage comté;Fromage à pâte pressée
01.1.4.5.5;26;Fromage croque monsieur;Fromage fondu
01.1.4.5.3;26;Fromage de brebis;Fromage à pâte pressée
01.1.4.5.4;110;Fromage de chèvre;Fromage de chèvre
01.1.4.5.3;3;Fromage de Savoie;Fromage à pâte pressée
01.1.4.5;5;Fromage de vache;Fromage
01.1.4.5;4;Fromage en dés;Fromage
01.1.4.5;2;Fromage en portions;Fromage
01.1.4.5;4;Fromage fondant;Fromage
01.1.4.5.5;292;Fromage fondu;Fromage fondu
01.1.4.5.3;10;Fromage gouda;Fromage à pâte pressée
01.1.4.5.5;29;Fromage hamburger;Fromage fondu
01.1.4.5.2;14;Fromage italien;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;1;Fromage le carré;Fromage à pâte molle et à pâte persillée
01.1.4.5.1;5;Fromage nature;Fromage frais
01.1.4.5;11;Fromage pasteurisé;Fromage
01.1.4.5.3;4;Fromage pour tartiflette;Fromage à pâte pressée
01.1.4.5.3;1;Fromage râpé;Fromage à pâte pressée
01.1.4.5.3;2;Fromage Saint Albray;Fromage à pâte pressée
01.1.4.5.4;1;Fromage Sainte Maure;Fromage de chèvre
01.1.4.5.3;1;Fromage St-Paulin;Fromage à pâte pressée
01.1.4.5.1;5;Fromage tartare;Fromage frais
01.1.4.5.2;20;Galedou;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;76;Gorgonzola;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;250;Gouda;Fromage à pâte pressée
01.1.4.5.3;55;Grana Padano;Fromage à pâte pressée
01.1.4.5.3;84;Gruyère;Fromage à pâte pressée
01.1.4.5.3;11;Istara;Fromage à pâte pressée
01.1.4.5.5;199;Kiri;Fromage fondu
01.1.4.5.3;136;Leerdammer;Fromage à pâte pressée
01.1.4.5.2;8;Livarot;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;34;Lou perac;Fromage à pâte molle et à pâte persillée
01.1.4.5.3;125;Maasdam;Fromage à pâte pressée
01.1.4.5.3;4;Maddamer;Fromage à pâte pressée
01.1.4.5.2;13;Maroille;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;40;Maroilles;Fromage à pâte molle et à pâte persillée
01.1.4.5.1;188;Mascarpone;Fromage frais
01.1.4.5.3;8;Merzer;Fromage à pâte pressée
01.1.4.5.3;209;Mimolette;Fromage à pâte pressée
01.1.4.5.1;100;Mozzarella ;Fromage frais
01.1.4.5.3;154;Reblochon;Fromage à pâte pressée
01.1.4.5.2;52;Rocamadour;Fromage à pâte molle et à pâte persillée
01.1.4.5.2;372;Roquefort;Fromage à pâte molle et à pâte persillée
01.1.4.5.1;51;Salakis;Fromage frais
01.1.4.5.4;68;Soignon;Fromage de chèvre
01.1.4.5.3;19;Tomme de Savoie;Fromage à pâte pressée
01.1.4.5.1;47;Tzatziki;Fromage frais
01.1.4.5.5;287;Vache qui rit;Fromage fondu
01.1.4.5.2;38;Vieux pané;Fromage à pâte molle et à pâte persillée
01.1.4.6.1;116;Actimel;Yaourt et produits similaires
01.1.4.6.1;586;Activia;Yaourt et produits similaires
01.1.4.6.1;76;Bifidus;Yaourt et produits similaires
01.1.4.6.1;3;Boisson au yaourt;Yaourt et produits similaires
01.1.4.6.1;126;Danone;Yaourt et produits similaires
01.1.4.6.1;185;Faisselle;Yaourt et produits similaires
01.1.4.6.1;713;Fromage frais;Yaourt et produits similaires
01.1.4.6.1;88;Gervais;Yaourt et produits similaires
01.1.4.6.1;8;Kefir;Yaourt et produits similaires
01.1.4.6.1;64;Lait fermenté;Yaourt et produits similaires
01.1.4.6.1;35;Paturette;Yaourt et produits similaires
01.1.4.6.1;155;Perle de lait;Yaourt et produits similaires
01.1.4.6.1;40;Petits filous;Yaourt et produits similaires
01.1.4.6.1;154;Petits suisses;Yaourt et produits similaires
01.1.4.6.1;24;Silhouette;Yaourt et produits similaires
01.1.4.6.1;36;Sveltesse;Yaourt et produits similaires
01.1.4.6.1;21;Taillefine;Yaourt et produits similaires
01.1.4.6.1;21;Velouté fruits;Yaourt et produits similaires
01.1.4.6.1;39;Velouté nature;Yaourt et produits similaires
01.1.4.6.1;2;Velouté yaourt;Yaourt et produits similaires
01.1.4.6.1;1656;Yaourt;Yaourt et produits similaires
01.1.4.6.1;235;Yaourt a boire;Yaourt et produits similaires
01.1.4.6.1;6;Yaourt à la grecque;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt à la grecque;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt abricot;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt agrumes;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt allégé;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt ananas;Yaourt et produits similaires
01.1.4.6.1;36;Yaourt aromatisé;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt au caramel;Yaourt et produits similaires
01.1.4.6.1;16;Yaourt aux fruits;Yaourt et produits similaires
01.1.4.6.1;34;Yaourt bio;Yaourt et produits similaires
01.1.4.6.1;44;Yaourt brassé;Yaourt et produits similaires
01.1.4.6.1;25;Yaourt brebis;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt bulgare;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt café;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt caramel;Yaourt et produits similaires
01.1.4.6.1;4;Yaourt caresse;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt cerise;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt châtaigne;Yaourt et produits similaires
01.1.4.6.1;10;Yaourt chèvre;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt chocolat;Yaourt et produits similaires
01.1.4.6.1;5;Yaourt citron;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt crémeux;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt dessert;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt en pot;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt entier;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt figues;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt fraise;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt framboise;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt fruits rouges;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt goyave;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt litchi;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt marocain;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt menthe;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt miel;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt myrtille;Yaourt et produits similaires
01.1.4.6.1;408;Yaourt nature;Yaourt et produits similaires
01.1.4.6.1;23;Yaourt nature sucré;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt noisette;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt noix de coco;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt pamplemousse;Yaourt et produits similaires
01.1.4.6.1;7;Yaourt pêche;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt poire;Yaourt et produits similaires
01.1.4.6.1;2;Yaourt pomme;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt pruneaux;Yaourt et produits similaires
01.1.4.6.1;1;Yaourt rhubarbe;Yaourt et produits similaires
01.1.4.6.1;67;Yaourt soja;Yaourt et produits similaires
01.1.4.6.1;13;Yaourt sucré;Yaourt et produits similaires
01.1.4.6.1;3;Yaourt sucré;Yaourt et produits similaires
01.1.4.6.1;88;Yaourt vanille;Yaourt et produits similaires
01.1.4.6.1;16;Yaourt velouté;Yaourt et produits similaires
01.1.4.6.1;5;Yaourts 0%;Yaourt et produits similaires
01.1.4.6.1;29;Yaourts aux fruits;Yaourt et produits similaires
01.1.4.6.1;5;Yaourts bio;Yaourt et produits similaires
01.1.4.6.1;104;Yaourts nature;Yaourt et produits similaires
01.1.4.6.1;1;Yaourts nature sucré;Yaourt et produits similaires
01.1.4.6.1;266;Yop;Yaourt et produits similaires
01.1.4.6.1;123;Yoplait;Yaourt et produits similaires
01.1.4.7.1;4;Boisson cacao;Desserts et boissons à base de lait
01.1.4.7.1;8;Boisson chocolatée;Desserts et boissons à base de lait
01.1.4.7.1;13;Boisson lactée;Desserts et boissons à base de lait
01.1.4.7.1;3;Boisson lactée chocolat;Desserts et boissons à base de lait
01.1.4.7.1;12;Cacolac;Desserts et boissons à base de lait
01.1.4.7.1;13;Café liégeois;Desserts et boissons à base de lait
01.1.4.7.1;5;Café viennois;Desserts et boissons à base de lait
01.1.4.7.1;4;Candy'up;Desserts et boissons à base de lait
01.1.4.7.1;10;Chocolat liégeois;Desserts et boissons à base de lait
01.1.4.7.1;1;Chocolat viennois;Desserts et boissons à base de lait
01.1.4.7.1;54;Crème anglaise;Desserts et boissons à base de lait
01.1.4.7.1;1;Crème au café;Desserts et boissons à base de lait
01.1.4.7.1;3;Crème au chocolat;Desserts et boissons à base de lait
01.1.4.7.1;1;Crème aux fruits;Desserts et boissons à base de lait
01.1.4.7.1;97;Crème aux œufs;Desserts et boissons à base de lait
01.1.4.7.1;82;Crème brûlée;Desserts et boissons à base de lait
01.1.4.7.1;137;Crème caramel;Desserts et boissons à base de lait
01.1.4.7.1;1;Crème de citron;Desserts et boissons à base de lait
01.1.4.7.1;18;Crème de coco;Desserts et boissons à base de lait
01.1.4.7.1;1;Crème fraise;Desserts et boissons à base de lait
01.1.4.7.1;14;Crème liégeoise;Desserts et boissons à base de lait
01.1.4.7.1;6;Crème pistache;Desserts et boissons à base de lait
01.1.4.7.1;1;Crème pralinée;Desserts et boissons à base de lait
01.1.4.7.1;87;Crème vanille;Desserts et boissons à base de lait
01.1.4.7.1;3;Dan'up;Desserts et boissons à base de lait
01.1.4.7.1;82;Danao;Desserts et boissons à base de lait
01.1.4.7.1;688;Danette;Desserts et boissons à base de lait
01.1.4.7.1;4;Dessert au chocolat;Desserts et boissons à base de lait
01.1.4.7.1;5;Dessert café;Desserts et boissons à base de lait
01.1.4.7.1;5;Dessert caramel;Desserts et boissons à base de lait
01.1.4.7.1;43;Dessert lacté;Desserts et boissons à base de lait
01.1.4.7.1;21;Dessert liégeois;Desserts et boissons à base de lait
01.1.4.7.1;6;Dessert tiramisu;Desserts et boissons à base de lait
01.1.4.7.1;2;Dessert viennois;Desserts et boissons à base de lait
01.1.4.7.1;38;Flamby;Desserts et boissons à base de lait
01.1.4.7.1;50;Flan caramel;Desserts et boissons à base de lait
01.1.4.7.1;25;Flan chocolat;Desserts et boissons à base de lait
01.1.4.7.1;31;Flan vanille;Desserts et boissons à base de lait
01.1.4.7.1;16;Île au caramel;Desserts et boissons à base de lait
01.1.4.7.1;78;Île flottante;Desserts et boissons à base de lait
01.1.4.7.1;22;Lait aromatisé;Desserts et boissons à base de lait
01.1.4.7.1;21;Lait chocolaté;Desserts et boissons à base de lait
01.1.4.7.1;15;Lait fraise;Desserts et boissons à base de lait
01.1.4.7.1;1;Laitière riz lait;Desserts et boissons à base de lait
01.1.4.7.1;47;Liégeois;Desserts et boissons à base de lait
01.1.4.7.1;1;Mousse de fruits;Desserts et boissons à base de lait
01.1.4.7.1;12;Mousse dessert;Desserts et boissons à base de lait
01.1.4.7.1;28;Mousse liégeoise;Desserts et boissons à base de lait
01.1.4.7.1;7;Mousse marron;Desserts et boissons à base de lait
01.1.4.7.1;14;Mousse vanille;Desserts et boissons à base de lait
01.1.4.7.1;1;Mousse viennoise;Desserts et boissons à base de lait
01.1.4.7.1;42;Panna cotta;Desserts et boissons à base de lait
01.1.4.7.1;2;Riz au caramel;Desserts et boissons à base de lait
01.1.4.7.1;292;Riz au lait;Desserts et boissons à base de lait
01.1.4.7.1;31;Semoule au lait;Desserts et boissons à base de lait
01.1.4.7.1;13;Teurgoule;Desserts et boissons à base de lait
01.1.4.8.1;3;0eufs;Œufs
01.1.4.8.1;2;12 œufs;Œufs
01.1.4.8.1;1;30 œufs;Œufs
01.1.4.8.1;4;6 œufs;Œufs
01.1.4.8.1;1;Barquette d’œufs;Œufs
01.1.4.8.1;8;Gros œufs;Œufs
01.1.4.8.1;3552;Œufs;Œufs
01.1.4.8.1;1;Œufs 10;Œufs
01.1.4.8.1;1;Œufs 30;Œufs
01.1.4.8.1;1;Œufs 6;Œufs
01.1.4.8.1;218;Œufs bio;Œufs
01.1.4.8.1;1;Œufs boite;Œufs
01.1.4.8.1;5;Œufs caille;Œufs
01.1.4.8.1;4;Œufs de caille;Œufs
01.1.4.8.1;1;Œufs de plein air;Œufs
01.1.4.8.1;1;Œufs en barquette;Œufs
01.1.4.8.1;2;Œufs en vrac;Œufs
01.1.4.8.1;8;Œufs fermiers;Œufs
01.1.4.8.1;309;Œufs frais;Œufs
01.1.4.8.1;24;Œufs gros;Œufs
01.1.4.8.1;20;Œufs locaux;Œufs
01.1.4.8.1;18;Œufs moyens;Œufs
01.1.4.8.1;2;Œufs poule;Œufs
01.1.4.8.1;1;Œufs réfrigérés;Œufs
01.1.5.1;521;Huile;Huiles végétales (ND)
01.1.5.1;26;Huile alimentaire;Huiles végétales (ND)
01.1.5.1;2;Huile bio;Huiles végétales (ND)
01.1.5.1;1;Huile cuisine;Huiles végétales (ND)
01.1.5.1;4;Huile de cuisson;Huiles végétales (ND)
01.1.5.1;13;Huile de friture;Huiles végétales (ND)
01.1.5.1;2;Huile de table;Huiles végétales (ND)
01.1.5.1;1;Huile mélangée;Huiles végétales (ND)
01.1.5.1;1;Huile omega 3;Huiles végétales (ND)
01.1.5.1;1;Huile ordinaire;Huiles végétales (ND)
01.1.5.1;7;Huile pizza;Huiles végétales (ND)
01.1.5.1;1;Huile pour fondue;Huiles végétales (ND)
01.1.5.1;9;Huile végétale;Huiles végétales (ND)
01.1.5.1;30;Isio 4;Huiles végétales (ND)
01.1.5.1.9;2;Cœur de tournesol;Autres huiles végétales
01.1.5.1.9;123;Huile de tournesol;Autres huiles végétales
01.1.5.1.9;26;Lesieur;Autres huiles végétales
01.1.5.1.9;1;Huile de palme;Autres huiles végétales
01.1.5.1.1;1;Huile carapate;Huile d’olive
01.1.5.1.1;46;Huile d'olive;Huile d’olive
01.1.5.1.9;1;Huile d’arachide;Autres huiles végétales
01.1.5.1.9;1;Huile vierge coco;Autres huiles végétales
01.1.5.1.9;1;Huile maïs;Autres huiles végétales
01.1.5.1.9;53;Huile de colza;Autres huiles végétales
01.1.5.1.9;2;Huile de noisette;Autres huiles végétales
01.1.5.1.9;10;Huile de noix;Autres huiles végétales
01.1.5.1.9;1;Huile de pépins de raisin;Autres huiles végétales
01.1.5.1.9;5;Huile de sésame;Autres huiles végétales
01.1.5.1.9;4;Huile de soja;Autres huiles végétales
